,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
77,78,7.57666,79.981194,3138.280278,524636,3138.28436,3138.276201,4,338081,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
82,83,-0.028699,37.588165,3136.876563,1027045,3136.880645,3136.872487,4,338081,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
88,89,1.320176,84.454239,3135.351389,524350,3135.355471,3135.347313,5,299101,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
93,94,0.009566,27.133274,3134.883277,691894,3134.887359,3134.8792,5,299101,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
131,132,-0.009566,178.883896,3132.676338,433212,3132.68042,3132.672262,6,784040,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
133,134,0.009566,22.437756,3132.666599,436698,3132.670681,3132.662522,6,784040,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
138,139,4.773678,81.822395,3132.421266,524506,3132.425348,3132.41719,6,784040,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
140,141,0.009566,10.717057,3132.394542,534071,3132.398624,3132.390465,6,784040,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
172,173,6.065155,77.193634,3129.491408,524567,3129.49549,3129.487332,7,377454,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
179,180,-0.009566,12.422463,3128.529716,868770,3128.533798,3128.52564,7,377454,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
182,183,0.009566,45.028736,3127.872248,55511,3127.87633,3127.868171,8,377529,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
190,191,-4.68758,77.460663,3126.563103,524072,3126.567185,3126.559027,8,377529,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
196,197,0.009566,28.64554,3126.028268,715497,3126.03235,3126.024192,8,377529,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
197,198,-0.114798,14.481981,3125.973473,735109,3125.977555,3125.969397,8,377529,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
200,201,-0.009566,12.596675,3125.581001,875580,3125.585083,3125.576925,8,377529,spliced_blc0x1x2x_guppi_59524_16528_OFF_HD13908_0031.rawspec.0000.h5,OFF_HD13908,59524.191296296296,2h18m14.664s,65d35m36.6s,18.253611,-2.793968,10.000000,292.057776,,on_table_1,,,0.0
